Sample name	ST (Pending novel allocation)	Source Niche	Source Type	Intestinal_or_Extraintestinal	Collection	State	Biosample (Pending allocations)	IncF RST
SRR7828719	12	Human	Human	Extraintestinal	Enterobase	NA	SAMN10059020	F52:A-:B24
AUSMDU00008581	12	Human	Human	Extraintestinal	MDU	VIC	NA	F52:A-:B24
AUSMDU00062334	12	Human	Human	Unknown	MDU	VIC	NA	F52:A-:B24
SRR17085836	12	Human	Human	Extraintestinal	Enterobase	VIC	SAMN23553520	F52:A-:B24
AusGEM_01331	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01299	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00761	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A1:B23
AusGEM_00560	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00549	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01410	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
ERR5355677	12	Human	Human	Unknown	Enterobase	NA	SAMEA8100989	F52!/F2!:A-:B10
AusGEM_00674	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F4:A-:B-
TEA_62_1_Ti3	12	Human	Human	Intestinal	TEA	ACT	NA	F52:A-:B10
AusGEM_01219	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00678	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
TEA_48_5_R19	6327	Human	Human	Intestinal	TEA	ACT	NA	F52:A-:B10
TEA_48_1_R18	6327	Human	Human	Intestinal	TEA	ACT	NA	F52:A-:B10
AusGEM_01451	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01473	12	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F2:A2:B-
AUSMDU00047057	12	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_01293	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01362	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B-
AUSMDU00008539	12	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
SRR11094189	12	Human	Human	Extraintestinal	Enterobase	QLD	SAMN14118506	F29:A-:B10
AusGEM_00459	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00472	12	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00369	12	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
ERR5355876	4702	Human	Human	Unknown	Enterobase	NA	SAMEA8101188	F1:A6:B20
SRR5936504	4702	Human	Human	Extraintestinal	Enterobase	VIC	SAMN07510220	F1:A6:B20
AusGEM_00831	4702	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
ERR5355934	4702	Human	Human	Unknown	Enterobase	NA	SAMEA8101246	F24:A-:B1
TEA_E5598	1899	Environmental	Water	Other	TEA	QLD	NA	F64:A-:B59
TEA_B377	1899	Wild Animal	Avian	Intestinal	TEA	NSW	NA	F64:A-:B59
AusGEM_01990	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F64!/F40!:A-:B59
AUSMDU00024355	12	Human	Human	Extraintestinal	MDU	VIC	NA	F64!/F30!:A-:B24
AusGEM_01203	12	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
SRR11341595	12	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395335	F35:A-:B-
AusGEM_01380	^^78	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
TEA_B264	646	Wild Animal	Avian	Intestinal	TEA	NSW	NA	F36:A-:B52
TEA_B1719	646	Wild Animal	Avian	Intestinal	TEA	TAS	NA	F-:A-:B-
AusGEM_00630	^^61	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01408	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10*
AusGEM_01334	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10*
ERR5355859	144	Human	Human	Unknown	Enterobase	NA	SAMEA8101171	F29:A-:B10
ERR5355671	144	Human	Human	Unknown	Enterobase	NA	SAMEA8100983	F29:A-:B10
ERR5355737	144	Human	Human	Unknown	Enterobase	NA	SAMEA8101049	F29:A-:B10
AusGEM_00801	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01319	^^74	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
TEA_H176	144	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
AusGEM_01191	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01879	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01166	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01880	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01147	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01134	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
TEA_45_3_DC2	144	Human	Human	Intestinal	TEA	ACT	NA	F2?*:A-:B10
AusGEM_01190	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29!/F2!:A-:B10
AusGEM_01271	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29!/F2!:A-:B10
AusGEM_00845	144	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_00745	8197	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
TEA_CD_52_IM4	127	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
AusGEM_00468	127	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
ERR5355853	127	Human	Human	Unknown	Enterobase	NA	SAMEA8101164	F-:A-:B-
AusGEM_01107	^^70	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01291	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01326	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_00450	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F52:A-:B24
AusGEM_00439	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F52:A-:B24
AusGEM_02004	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F1*:A1:B1
AusGEM_01989	7390	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_00680	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01275	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01149	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
SRR4067488	127	Human	Human	Intestinal	Enterobase	NSW	SAMN05567341	F29:A-:B10
AUSMDU00007300	127	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B1
AusGEM_01441	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
TEA_DMG_1998	127	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
TEA_DMG_1993	127	Human	Human	Intestinal	TEA	ACT	NA	F-:A-:B-
AusGEM_01440	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F104:A-:B-
AusGEM_00794	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01401	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F1:A1:B1
AusGEM_00690	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F1:A-:B49
AusGEM_02038	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_02043	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_02051	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
TEA_B288	127	Wild Animal	Avian	Intestinal	TEA	VIC	NA	F-:A-:B-
AUSMDU00056447	127	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_01285	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01228	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01532	127	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F2:A-:B-
AusGEM_01531	127	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F40!/F29!:A-:B10
AusGEM_01332	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01159	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	K4:A-:B-
AusGEM_01306	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01337	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01266	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01238	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29!/F29!:A-:B10
AUSMDU00026872	127	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AusGEM_00480	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00467	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01426	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00475	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AUSMDU00049087	127	Human	Human	Unknown	MDU	VIC	NA	F29:A-:B10
SRR7828688	127	Human	Human	Extraintestinal	Enterobase	NA	SAMN10058893	F29:A-:B10
ERR5355884	127	Human	Human	Unknown	Enterobase	NA	SAMEA8101196	F35!/F29!:A-:B10
AusGEM_01277	7388	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_00529	7388	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_01400	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01222	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29!/F2!:A-:B10!/B10!
AusGEM_00561	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00580	127	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00634	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F2:A-:B-
AusGEM_00839	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01361	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_02046	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01167	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F1:A-:B54
AUSMDU00015282	127	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AUSMDU00035652	127	Human	Human	Unknown	MDU	VIC	NA	F1:A1:B1
ERR5355811	127	Human	Human	Unknown	Enterobase	NA	SAMEA8101123	F52:A-:B24
AusGEM_00609	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F52:A-:B10
AusGEM_01128	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_00435	127	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F29:A-:B10
ERR5355745	127	Human	Human	Unknown	Enterobase	NA	SAMEA8101057	F-:A-:B-
AusGEM_01372	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01185	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B-
AUSMDU00034351	127	Human	Human	Intestinal	MDU	VIC	NA	F29:A-:B10
AUSMDU00034350	127	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AUSMDU00008633	127	Human	Human	Intestinal	MDU	VIC	NA	F29:A-:B10
ERR5355946	127	Human	Human	Unknown	Enterobase	NA	SAMEA8101258	F2:A-:B-
AusGEM_01162	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00666	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_00586	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00587	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00520	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
ERR5355935	127	Human	Human	Unknown	Enterobase	NA	SAMEA8101247	F-:A-:B-
AusGEM_00557	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F102?*:A-:B-
AusGEM_00385	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AUSMDU00060937	^^94	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
TEA_12_2_Ti13	127	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_12_1_Ti12	127	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
SRR11341635	127	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN14395298	F-:A-:B-
AUSMDU00065125	127	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
AusGEM_01444	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B1
AusGEM_01891	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B1
AusGEM_00647	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B1
AusGEM_01187	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B1
AusGEM_00806	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B1
SRR11094157	127	Human	Human	Extraintestinal	Enterobase	QLD	SAMN14118535	F-:A-:B-
AusGEM_00736	127	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01902	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F52:A-:B10
AusGEM_01341	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F52!/F2!:A-:B10
AusGEM_01374	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F52!/F2!/F2!:A-:B10
AusGEM_01289	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F52!/F2!:A-:B10
AusGEM_01364	127	Human	Human	Extraintestinal	AusGEM	NSW	NA	F52!/F2!:A-:B10
AusGEM_00496	127	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F2:A-:B-
TEA_B351	127	Wild Animal	Avian	Intestinal	TEA	QLD	NA	F-:A-:B-
TEA_E7253	3646	Environmental	Water	Other	TEA	QLD	NA	F-:A-:B-
AusGEM_01124	3033	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B8
AusGEM_00732	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F12?*:A-:B52
AusGEM_00384	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F12?*:A-:B52
AusGEM_00769	372	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00493	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B1
AusGEM_00489	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B1
AusGEM_00409	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F104:A-:B-
AusGEM_00706	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00628	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00536	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00651	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00650	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00668	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00663	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00731	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00425	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00462	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00370	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00449	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00374	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00464	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00420	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F4:A-:B1
AusGEM_00350	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00543	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00607	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00436	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F103:A-:B-
AusGEM_00598	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00432	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00499	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00530	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00526	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00730	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00414	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00400	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00396	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00661	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00672	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00640	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F34:A-:B-
AusGEM_00497	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00582	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00717	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00655	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00646	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00576	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00570	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00512	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00444	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00342	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00341	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00664	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00528	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00359	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F96:A-:B-
AusGEM_00361	372	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F96:A-:B-
AusGEM_00492	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00603	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F2:A-:B-
AusGEM_00518	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00689	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00453	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00565	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00392	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00422	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01194	372	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00702	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F2:A-:B-
AusGEM_00584	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
SRR11612991	372	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN13884686	F-:A-:B-
AusGEM_00521	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_00600	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F40:A-:B-
AusGEM_01624	372	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01623	372	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01625	372	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00514	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00503	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
TEA_E2038	372	Environmental	Water	Other	TEA	NSW	NA	F-:A-:B-
AusGEM_00454	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00460	372	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01445	372	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00063771	372	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00008973	372	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_01001	372	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F2:A-:B1
TEA_A2_15	^^4	Food	Poultry Meat	Other	TEA	ACT	NA	F-:A-:B-
AUSMDU00059769	372	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00029810	372	Human	Human	Unknown	MDU	VIC	NA	F-:A-:B-
AusGEM_01418	372	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00034376	372	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AUSMDU00034375	372	Human	Human	Intestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_01892	372	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00485	73	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F51:A-:B10
AusGEM_00430	73	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F51:A-:B10
AusGEM_01897	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B10
AusGEM_01383	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01979	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01434	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B-
AusGEM_01279	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B-
AusGEM_01443	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
TEA_H020	73	Human	Human	Extraintestinal	TEA	ACT	NA	F51:A-:B10
AusGEM_01433	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01310	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_02047	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_02052	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
SRR11080153	73	Wild Animal	Mammal	Intestinal	Enterobase	NA	SAMN14096478	F51:A-:B10
AusGEM_00752	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01939	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B10
AusGEM_01307	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AUSMDU00059239	73	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_00558	73	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F51:A-:B10
AusGEM_00429	73	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AUSMDU00057044	73	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B1
AusGEM_01381	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00773	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AUSMDU00008523	73	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_01997	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01404	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01972	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
AusGEM_01255	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F51:A-:B10
TEA_18_4_Ti12	73	Human	Human	Intestinal	TEA	ACT	NA	F51:A-:B10
TEA_18_3_Ti5	73	Human	Human	Intestinal	TEA	ACT	NA	F51:A-:B10
TEA_2_1_P20	73	Human	Human	Intestinal	TEA	ACT	NA	F51:A-:B10
AusGEM_01343	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B-
AUSMDU00046347	73	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_00705	73	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00649	73	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01208	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_01135	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F4:A-:B-
AusGEM_00540	73	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_00513	73	Companion Animal	Canine	Intestinal	AusGEM	VIC	NA	F-:A-:B-
AusGEM_01366	73	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B-
AusGEM_00568	73	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F-:A-:B-
