Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Path/Nonpath	Serological Group	Serotype	EcoR Cluster	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen(Serotype Prediction)	H Antigen(Serotype Prediction)	ST(Achtman 7 Gene MLST)	ST Complex(Achtman 7 Gene MLST)	Lineage(Achtman 7 Gene MLST)	Subspecies(Achtman 7 Gene MLST)	Status(Assembly stats)	Coverage(Assembly stats)	N50(Assembly stats)	Length(Assembly stats)	Species(Assembly stats)	Contig Number(>=200 bp)(Assembly stats)	Low Quality Bases(Assembly stats)	Version(Assembly stats)	Assembly barcode(Assembly stats)	ST(wgMLST)	ST(cgMLST V1 + HierCC V1)	HC0 (indistinguishable)(cgMLST V1 + HierCC V1)	HC2(cgMLST V1 + HierCC V1)	HC5(cgMLST V1 + HierCC V1)	HC10(cgMLST V1 + HierCC V1)	HC20(cgMLST V1 + HierCC V1)	HC50(cgMLST V1 + HierCC V1)	HC100(cgMLST V1 + HierCC V1)	HC200(cgMLST V1 + HierCC V1)	HC400(cgMLST V1 + HierCC V1)	HC1100 (cgST Cplx)(cgMLST V1 + HierCC V1)	HC1500(cgMLST V1 + HierCC V1)	HC2000(cgMLST V1 + HierCC V1)	HC2350 (subsp.)(cgMLST V1 + HierCC V1)	Clermont Type (ClermonTyping)(Phylotypes)	Clermont Type (EzClermont)(Phylotypes)	fimH (fimTyper)(Phylotypes)	Pathovar(Phylotypes)	Stx1(Phylotypes)	Stx2(Phylotypes)	ipaH(Phylotypes)	pInv(Phylotypes)	ST(Phylotypes)	LT(Phylotypes)	eae(Phylotypes)	rST(rMLST)	Species (rMLST)(rMLST)
ESC_MA8573AA	INT003234	ERR3328576;ILLUMINA;Paired;350;ERX3353291;SRA	Environment	Environment	pens	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610827	ERS3415017	2019-05-30	2019-05-20	ESC_MA8573AA	O37	H51	155	ST155 Cplx	B1	ND	Assembled	129	122339	4875463	Escherichia coli / Shigella;94.46%	129	32135	4	ESC_ZA4863AA_AS	107428	96519	96519	96519	96519	96519	96519	96519	96519	96519	106	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	146345	Escherichia coli
ESC_MA8574AA	INT003191	ERR3328575;ILLUMINA;Paired;350;ERX3353290;SRA	Environment	Water/River	tank	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610826	ERS3415016	2019-05-30	2019-05-20	ESC_MA8574AA	-	H26	4977	ST206 Cplx	ND	ND	Assembled	149	221636	4741341	Escherichia coli / Shigella;97.73%	72	10803	4	ESC_ZA4862AA_AS	107466	96549	96549	96549	96549	96549	96549	96253	96253	96253	32237	3627	5	2	1	A	A	fimH740	-	-	-	-	-	-	-	-	113148	Escherichia/Shigella sp.
ESC_MA8575AA	INT003177	ERR3328574;ILLUMINA;Paired;350;ERX3353289;SRA	Livestock	Bovine	cow milk	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610825	ERS3415015	2019-05-30	2019-05-20	ESC_MA8575AA	O150	H5	355	ST73 Cplx	ND	ND	Assembled	86	606172	4744859	Escherichia coli / Shigella;100.0%	30	9089	4	ESC_ZA4861AA_AS	107467	96550	96550	96550	96550	96550	96550	96550	96550	1437	1416	1416	1416	1	1	B2	B2	fimH154	-	-	-	-	-	-	-	-	146366	Escherichia coli
ESC_MA8576AA	INT003176	ERR3328573;ILLUMINA;Paired;350;ERX3353288;SRA	Poultry	Avian	chickens	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610824	ERS3415014	2019-05-30	2019-05-20	ESC_MA8576AA	O45	H45	1302	ND	AxB1	ND	Assembled	82	236110	5268436	Escherichia coli / Shigella;92.55%	129	40980	4	ESC_ZA4860AA_AS	107470	96551	96551	96551	96551	96551	96551	96151	96151	28331	2265	2265	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	35020	Escherichia/Shigella sp.
ESC_MA8577AA	INT003143	ERR3328572;ILLUMINA;Paired;350;ERX3353287;SRA	Livestock	Bovine	bovine	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610823	ERS3415013	2019-05-30	2019-05-20	ESC_MA8577AA	O153	H10	1049	ST155 Cplx	ND	ND	Assembled	138	177514	5009317	Escherichia coli / Shigella;97.35%	189	27268	4	ESC_ZA4859AA_AS	107468	96552	96552	96552	96552	96552	96552	96552	3597	1157	106	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	33376	Escherichia/Shigella sp.
ESC_MA8578AA	INT003135	ERR3328571;ILLUMINA;Paired;350;ERX3353286;SRA	Human	Human	human	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610822	ERS3415012	2019-05-30	2019-05-20	ESC_MA8578AA	-	H1	9505	ND	B2	ND	Assembled	78	559595	4802931	Escherichia coli / Shigella;100.0%	44	8934	4	ESC_ZA4858AA_AS	107469	96553	96553	96553	96553	96553	96553	96553	96553	96553	96553	27394	27394	1	1	B2	B2	fimH5	-	-	-	-	-	-	-	-	117720	Escherichia/Shigella sp.
ESC_MA8579AA	INT003124	ERR3328570;ILLUMINA;Paired;350;ERX3353285;SRA	ND	Avian	avian	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610821	ERS3415011	2019-05-30	2019-05-20	ESC_MA8579AA	O185	H47	1146	ND	ND	ND	Assembled	207	201683	4739703	Escherichia coli / Shigella;98.0%	68	17308	4	ESC_ZA4857AA_AS	107471	96554	96554	96554	96554	96554	96554	13093	13093	4590	4590	1053	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	32347	Escherichia/Shigella sp.
ESC_MA8580AA	INT003119	ERR3328569;ILLUMINA;Paired;350;ERX3353284;SRA	Poultry	Avian	chickens	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610820	ERS3415010	2019-05-30	2019-05-20	ESC_MA8580AA	O45	H45	1302	ND	AxB1	ND	Assembled	119	229473	5359248	Escherichia coli / Shigella;93.19%	147	40359	4	ESC_ZA4856AA_AS	107472	96555	96555	96551	96551	96551	96551	96151	96151	28331	2265	2265	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	35020	Escherichia/Shigella sp.
ESC_MA8581AA	INT003118	ERR3328568;ILLUMINA;Paired;350;ERX3353283;SRA	Poultry	Avian	chickens	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610819	ERS3415009	2019-05-30	2019-05-20	ESC_MA8581AA	B2	H7	4481	ND	B1	ND	Assembled	84	288087	5368285	Escherichia coli / Shigella;96.6%	175	168809	4	ESC_ZA4855AA_AS	107473	96556	96556	96556	96556	96556	96556	96556	96556	4500	3307	152	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	29855	Escherichia/Shigella sp.
ESC_MA8582AA	INT003115	ERR3328567;ILLUMINA;Paired;350;ERX3353282;SRA	Poultry	Avian	chickens	2016	2	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610818	ERS3415008	2019-05-30	2019-05-20	ESC_MA8582AA	O123 or O186	H10	1049	ST155 Cplx	ND	ND	Assembled	129	223754	5092407	Escherichia coli / Shigella;92.95%	140	15818	4	ESC_ZA4854AA_AS	107429	96520	96520	96520	96520	96520	96520	60504	3597	1157	106	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	33376	Escherichia/Shigella sp.
ESC_MA8583AA	INT003074	ERR3328566;ILLUMINA;Paired;350;ERX3353281;SRA	Environment	Environment	doorknob	2016	1	11		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610817	ERS3415007	2019-05-30	2019-05-20	ESC_MA8583AA	O15	H10	226	ST226 Cplx	A	ND	Assembled	103	202241	4648046	Escherichia coli / Shigella;96.21%	88	35153	4	ESC_ZA4853AA_AS	107430	96521	96521	96521	96521	96521	96521	96521	39173	39173	5320	13	5	2	1	A	A	fimH1434	-	-	-	-	-	-	-	-	58939	Escherichia/Shigella sp.
ESC_MA8584AA	INT000551	ERR3328565;ILLUMINA;Paired;350;ERX3353280;SRA	Poultry	Avian	chickens	2015	9	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610816	ERS3415006	2019-05-30	2019-05-20	ESC_MA8584AA	O17 or O77	H4	1158	ST31 Cplx	D	ND	Assembled	113	145004	5861376	Escherichia coli / Shigella;95.97%	506	131691	4	ESC_ZA4852AA_AS	107431	96522	96522	96522	96522	96522	96522	96522	96522	96522	96522	801	32	2	1	D	D	fimH47	-	-	-	-	-	-	-	-	146362	Escherichia coli
ESC_MA8585AA	INT000536	ERR3328564;ILLUMINA;Paired;350;ERX3353279;SRA	Environment	Soil/Dust	surface	2015	9	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610815	ERS3415005	2019-05-30	2019-05-20	ESC_MA8585AA	O110	H2	187	ND	B1	ND	Assembled	63	219180	5128905	Escherichia coli / Shigella;100.0%	115	29562	4	ESC_ZA4851AA_AS	107422	96513	96513	96135	96135	96135	96135	83704	83704	83704	6027	6027	6027	2	1	B1	B1	fimH86	-	-	-	-	-	-	-	-	45597	Escherichia/Shigella sp.
ESC_MA8586AA	INT000495	ERR3328563;ILLUMINA;Paired;350;ERX3353278;SRA	Environment	Water/River	tank	2015	9	21		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610814	ERS3415004	2019-05-30	2019-05-20	ESC_MA8586AA	O15	H12	399	ST399 Cplx	ND	ND	Assembled	116	97851	5019241	Escherichia coli / Shigella;88.06%	151	39550	4	ESC_ZA4850AA_AS	107423	96514	96514	96514	96514	96514	96514	71781	6591	603	603	603	5	2	1	A	A	fimH34	-	-	-	-	-	-	-	-	29840	Escherichia/Shigella sp.
ESC_MA8587AA	INT000485	ERR3328562;ILLUMINA;Paired;350;ERX3353277;SRA	Poultry	Avian	chickens	2015	9	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610813	ERS3415003	2019-05-30	2019-05-20	ESC_MA8587AA	B17	H19	9498	ST469 Cplx	AxB1	ND	Assembled	104	270261	4815795	Escherichia coli / Shigella;100.0%	74	12690	4	ESC_ZA4849AA_AS	107424	96502	96502	96502	96502	96502	96502	96502	4496	3513	138	138	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	146359	Escherichia coli
ESC_MA8588AA	INT000470	ERR3328561;ILLUMINA;Paired;350;ERX3353276;SRA	Environment	Environment	pens	2015	9	21		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610812	ERS3415002	2019-05-30	2019-05-20	ESC_MA8588AA	O27	H29	398	ST398 Cplx	ND	ND	Assembled	78	85622	4727364	Escherichia coli / Shigella;94.04%	131	21015	4	ESC_ZA4848AA_AS	107432	96523	96523	96523	96523	96523	96523	96523	96523	96523	32075	13	5	2	1	A	A	fimH781	-	-	-	-	-	-	-	-	146346	Escherichia coli
ESC_MA8589AA	INT000450	ERR3328560;ILLUMINA;Paired;350;ERX3353275;SRA	ND	Avian	avian	2015	9	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610811	ERS3415001	2019-05-30	2019-05-20	ESC_MA8589AA	O110	H2	187	ND	B1	ND	Assembled	54	198499	5273749	Escherichia coli / Shigella;93.68%	136	34967	4	ESC_ZA4847AA_AS	107433	96513	96513	96135	96135	96135	96135	83704	83704	83704	6027	6027	6027	2	1	B1	B1	fimH86	-	-	-	-	-	-	-	-	45597	Escherichia/Shigella sp.
ESC_MA8590AA	INT000445	ERR3328559;ILLUMINA;Paired;350;ERX3353274;SRA	Poultry	Avian	chickens	2015	9	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610810	ERS3415000	2019-05-30	2019-05-20	ESC_MA8590AA	O81	H39	10	ST10 Cplx	A	ND	Assembled	117	190466	4595565	Escherichia coli / Shigella;100.0%	75	12717	4	ESC_ZA4846AA_AS	107434	96524	96524	96524	96524	96524	96524	96524	95105	25108	37	13	5	2	1	A	A	fimH27	-	-	-	-	-	-	-	-	2011	Escherichia coli
ESC_MA8591AA	INT000434	ERR3328558;ILLUMINA;Paired;350;ERX3353273;SRA	Environment	Environment	pens	2015	9	21		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610809	ERS3414999	2019-05-30	2019-05-20	ESC_MA8591AA	O110	H2	187	ND	B1	ND	Assembled	87	219180	5130085	Escherichia coli / Shigella;100.0%	117	26046	4	ESC_ZA4845AA_AS	107435	96513	96513	96135	96135	96135	96135	83704	83704	83704	6027	6027	6027	2	1	B1	B1	fimH86	-	-	-	-	-	-	-	-	45597	Escherichia/Shigella sp.
ESC_MA8592AA	INT000414	ERR3328557;ILLUMINA;Paired;350;ERX3353272;SRA	Human	Human	human	2015	9	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610808	ERS3414998	2019-05-30	2019-05-20	ESC_MA8592AA	O4	H16	4537	ST10 Cplx	ND	ND	Assembled	123	151403	4729119	Escherichia coli / Shigella;90.0%	115	14975	4	ESC_ZA4844AA_AS	107425	96515	96515	96515	96515	96515	96515	96515	96515	96515	32108	13	5	2	1	A	A	fimH400	-	-	-	-	-	-	-	-	117747	Escherichia/Shigella sp.
ESC_MA8593AA	INT000407	ERR3328517;ILLUMINA;Paired;350;ERX3353232;SRA	Human	Human	human	2015	9	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610807	ERS3414997	2019-05-30	2019-05-20	ESC_MA8593AA	O9	H4	46	ST46 Cplx	A	ND	Assembled	120	93659	4520802	Escherichia coli / Shigella;95.6%	134	22468	4	ESC_ZA4843AA_AS	107426	96516	96516	96516	96516	96516	96516	96516	35753	32478	3579	13	5	2	1	A	A	fimH34	-	-	-	-	-	-	-	-	29994	Escherichia/Shigella sp.
ESC_MA8594AA	INT000384	ERR3328516;ILLUMINA;Paired;350;ERX3353231;SRA	ND	Avian	avian	2015	9	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610806	ERS3414996	2019-05-30	2019-05-20	ESC_MA8594AA	O8	H28	162	ST469 Cplx	AxB1	ND	Assembled	93	237197	4782010	Escherichia coli / Shigella;100.0%	60	14343	4	ESC_ZA4842AA_AS	107419	96511	96511	96511	96511	96511	96511	96511	14582	1896	1143	138	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	146344	Escherichia coli
ESC_MA8595AA	INT000379	ERR3328515;ILLUMINA;Paired;350;ERX3353230;SRA	ND	Avian	avian	2015	9	16		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610805	ERS3414995	2019-05-30	2019-05-20	ESC_MA8595AA	O8	H28	162	ST469 Cplx	AxB1	ND	Assembled	77	283814	4781658	Escherichia coli / Shigella;100.0%	60	12904	4	ESC_ZA4841AA_AS	107420	96511	96511	96511	96511	96511	96511	96511	14582	1896	1143	138	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	146344	Escherichia coli
ESC_MA8596AA	INT000353	ERR3328514;ILLUMINA;Paired;350;ERX3353229;SRA	Environment	Environment	household environment	2015	9	15		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610804	ERS3414994	2019-05-30	2019-05-20	ESC_MA8596AA	-	H19	9500	ST226 Cplx	A	ND	Assembled	168	191864	4810863	Escherichia coli / Shigella;93.52%	118	22075	4	ESC_ZA4840AA_AS	107421	96512	96512	96512	96512	96512	96512	96512	96512	96512	96512	4429	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	146361	Escherichia coli
ESC_MA8597AA	INT000343	ERR3328513;ILLUMINA;Paired;350;ERX3353228;SRA	ND	Avian	avian	2015	9	15		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610803	ERS3414993	2019-05-30	2019-05-20	ESC_MA8597AA	-	H30	9499	ND	ND	ND	Assembled	92	126986	4730054	Escherichia coli / Shigella;94.73%	139	56718	4	ESC_ZA4839AA_AS	107415	96508	96508	96508	96508	96508	96508	96508	96508	96508	96508	39587	5	2	1	A	A	fimH40	-	-	-	-	-	-	-	-	146360	Escherichia coli
ESC_MA8598AA	INT000333	ERR3328512;ILLUMINA;Paired;350;ERX3353227;SRA	Poultry	Avian	chickens	2015	9	15		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610802	ERS3414992	2019-05-30	2019-05-20	ESC_MA8598AA	-	H21	616	ST155 Cplx	ND	ND	Assembled	93	133561	5156763	Escherichia coli / Shigella;82.41%	272	59603	4	ESC_ZA4838AA_AS	107416	96509	96509	96509	96509	96509	96509	96509	96509	1226	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	1608	Escherichia coli
ESC_MA8599AA	INT000325	ERR3328511;ILLUMINA;Paired;350;ERX3353226;SRA	Poultry	Avian	chicken egg	2015	9	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610801	ERS3414991	2019-05-30	2019-05-20	ESC_MA8599AA	O157	H10	1137	ST10 Cplx	A	ND	Assembled	108	103820	4556285	Escherichia coli / Shigella;97.48%	128	31511	4	ESC_ZA4837AA_AS	107418	96510	96510	96510	96510	96510	96510	96510	96510	96510	605	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	146343	Escherichia coli
ESC_MA8600AA	INT000321	ERR3328510;ILLUMINA;Paired;350;ERX3353225;SRA	Livestock	Bovine	cow milk	2015	9	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610800	ERS3414990	2019-05-30	2019-05-20	ESC_MA8600AA	B17	H19	9498	ST469 Cplx	AxB1	ND	Assembled	130	270261	4816146	Escherichia coli / Shigella;100.0%	75	11995	4	ESC_ZA4836AA_AS	107409	96502	96502	96502	96502	96502	96502	96502	4496	3513	138	138	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	146359	Escherichia coli
ESC_MA8601AA	INT000311	ERR3328509;ILLUMINA;Paired;350;ERX3353224;SRA	Poultry	Avian	chickens	2015	9	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610799	ERS3414989	2019-05-30	2019-05-20	ESC_MA8601AA	O8	H16	3270	ND	ND	ND	Assembled	84	110537	4700117	Escherichia coli / Shigella;95.97%	143	21674	4	ESC_ZA4835AA_AS	107410	96503	96503	96503	96503	96503	96503	96503	96503	96503	31953	13	5	2	1	A	A	fimH34	-	-	-	-	-	-	-	-	113152	Escherichia/Shigella sp.
ESC_MA8602AA	INT000288	ERR3328508;ILLUMINA;Paired;350;ERX3353223;SRA	Environment	Environment	pens	2015	9	15		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610798	ERS3414988	2019-05-30	2019-05-20	ESC_MA8602AA	B2	H7	1304	ND	B1	ND	Assembled	109	308679	5215535	Escherichia coli / Shigella;100.0%	86	20511	4	ESC_ZA4834AA_AS	107411	96504	96504	96504	96504	96504	96504	96504	96504	96504	3307	152	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	117745	Escherichia/Shigella sp.
ESC_MA8603AA	INT000259	ERR3328507;ILLUMINA;Paired;350;ERX3353222;SRA	Environment	Environment	household environment	2015	9	22		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610797	ERS3414987	2019-05-30	2019-05-20	ESC_MA8603AA	O110	H2	187	ND	B1	ND	Assembled	63	219180	5127734	Escherichia coli / Shigella;100.0%	106	27708	4	ESC_ZA4833AA_AS	107412	96135	96135	96135	96135	96135	96135	83704	83704	83704	6027	6027	6027	2	1	B1	B1	fimH86	-	-	-	-	-	-	-	-	45597	Escherichia/Shigella sp.
ESC_MA8604AA	ECL000753	ERR3328506;ILLUMINA;Paired;350;ERX3353221;SRA	Wild Animal	Bat	bat	2016	3	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610796	ERS3414986	2019-05-30	2019-05-20	ESC_MA8604AA	O3	H21	297	ND	AxB1	ND	Assembled	126	145726	5227576	Escherichia coli / Shigella;100.0%	217	57572	4	ESC_ZA4832AA_AS	107413	96505	96505	96129	96129	96129	96129	67258	2004	2004	1081	1081	5	2	1	B1	B1	fimH38	E. coli - STEC	+	+	-	-	-	-	-	15082	Escherichia coli
ESC_MA8605AA	ECL000730	ERR3328505;ILLUMINA;Paired;350;ERX3353220;SRA	Livestock	Bovine	cow milk	2016	3	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610795	ERS3414985	2019-05-30	2019-05-20	ESC_MA8605AA	O5	H11	48	ST10 Cplx	A	ND	Assembled	33	128864	4907333	Escherichia coli / Shigella;78.09%	163	97537	4	ESC_ZA4831AA_AS	107414	96506	96506	96506	96506	96506	96506	96506	96506	96506	5031	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	1986	Escherichia coli
ESC_MA8606AA	ECL000719	ERR3328504;ILLUMINA;Paired;350;ERX3353219;SRA	Environment	Soil/Dust	surface	2016	3	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610794	ERS3414984	2019-05-30	2019-05-20	ESC_MA8606AA	-	H32	10	ST10 Cplx	A	ND	Assembled	90	69158	4648206	Escherichia coli / Shigella;93.68%	200	28731	4	ESC_ZA4830AA_AS	107405	96499	96499	96499	96499	96499	96499	96499	96499	96208	96208	13	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	113138	Escherichia/Shigella sp.
ESC_MA8607AA	ECL000675	ERR3328503;ILLUMINA;Paired;350;ERX3353218;SRA	Poultry	Avian	chickens	2016	3	9		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610793	ERS3414983	2019-05-30	2019-05-20	ESC_MA8607AA	O21	H52	6635	ST168 Cplx	A	ND	Assembled	105	106389	5527065	Escherichia coli / Shigella;95.54%	367	95341	4	ESC_ZA4829AA_AS	107406	96130	96130	96130	96130	96130	96130	96130	29401	29401	29401	13	5	2	1	A	A	fimH31	-	-	-	-	-	-	-	-	44457	Escherichia/Shigella sp.
ESC_MA8608AA	ALQ035128	ERR3328502;ILLUMINA;Paired;350;ERX3353217;SRA	Wild Animal	Rabbit/Hare	rabbit	2016	9	28		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610792	ERS3414982	2019-05-30	2019-05-20	ESC_MA8608AA	-	H12	10	ST10 Cplx	A	ND	Assembled	78	228470	4969134	Escherichia coli / Shigella;87.24%	98	21897	4	ESC_ZA4828AA_AS	107407	96500	96500	96500	96500	96500	96500	96500	96500	91471	13	13	5	2	1	A	A	fimH24	-	-	-	-	-	-	-	-	2008	Escherichia coli
ESC_MA8609AA	ALQ035097	ERR3328501;ILLUMINA;Paired;350;ERX3353216;SRA	Poultry	Avian	chickens	2016	9	28		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610791	ERS3414981	2019-05-30	2019-05-20	ESC_MA8609AA	-	H26	9478	ST165 Cplx	A	ND	Assembled	102	104482	4814154	Escherichia coli / Shigella;95.83%	179	17428	4	ESC_ZA4827AA_AS	107356	96461	96461	96461	96461	96461	96461	96461	96461	96461	96461	13	5	2	1	A	A	fimH23	-	-	-	-	-	-	-	-	117718	Escherichia/Shigella sp.
ESC_MA8610AA	ALQ035081	ERR3328500;ILLUMINA;Paired;350;ERX3353215;SRA	Livestock	Bovine	cow milk	2016	9	21		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610790	ERS3414980	2019-05-30	2019-05-20	ESC_MA8610AA	O64	H20	155	ST155 Cplx	B1	ND	Assembled	124	133545	4772237	Escherichia coli / Shigella;94.35%	108	13736	4	ESC_ZA4826AA_AS	107357	96462	96462	96462	96462	96462	96462	96462	1421	1157	106	106	5	2	1	B1	B1	Unknown	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA8611AA	ALQ035074	ERR3328499;ILLUMINA;Paired;350;ERX3353214;SRA	ND	Avian	avian	2016	9	20		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610789	ERS3414979	2019-05-30	2019-05-20	ESC_MA8611AA	O128	H25	2531	ST399 Cplx	ND	ND	Assembled	67	88454	5043982	Escherichia coli / Shigella;77.13%	263	36554	4	ESC_ZA4825AA_AS	107360	96463	96463	96463	96463	96463	96463	96463	96463	21637	603	603	5	2	1	A	A	Unknown	-	-	-	-	-	-	-	-	146354	Escherichia coli
ESC_MA8612AA	ALQ035001	ERR3328498;ILLUMINA;Paired;350;ERX3353213;SRA	Poultry	Avian	chickens	2016	9	28		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610788	ERS3414978	2019-05-30	2019-05-20	ESC_MA8612AA	-	H10	2705	ND	A	ND	Assembled	109	223012	4742778	Escherichia coli / Shigella;95.72%	129	21502	4	ESC_ZA4824AA_AS	107358	96464	96464	96464	96464	96464	96464	96464	96464	7476	7359	7359	5	2	1	A	A	fimH32	-	-	-	-	-	-	-	-	146355	Escherichia coli
ESC_MA8613AA	ALQ034949	ERR3328497;ILLUMINA;Paired;350;ERX3353212;SRA	Wild Animal	Bat	bat	2016	8	15		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610787	ERS3414977	2019-05-30	2019-05-20	ESC_MA8613AA	-	H7	2005	ND	ND	ND	Assembled	116	236290	4621545	Escherichia coli / Shigella;96.55%	84	9694	4	ESC_ZA4823AA_AS	107359	96468	96468	96468	96468	96468	96468	4593	4593	4593	4593	4593	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	146338	Escherichia coli
ESC_MA8614AA	ALQ034933	ERR3328496;ILLUMINA;Paired;350;ERX3353211;SRA	Wild Animal	Rodent	rodent	2016	9	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5610786	ERS3414976	2019-05-30	2019-05-20	ESC_MA8614AA	O74	H23	224	ND	AxB1	ND	Assembled	74	318992	4735558	Escherichia coli / Shigella;92.85%	76	10141	4	ESC_ZA4822AA_AS	107303	96407	96407	96407	96407	96407	96407	96407	96407	96407	1423	1423	5	2	1	B1	B1	fimH1167	-	-	-	-	-	-	-	-	144103	Escherichia coli
